"id_keyphrase";"keyphrase";"stemmed_keyphrase"
703;"Box blur";"box blur"
704;"box plot";"box plot"
705;"box plot rule";"box plot rul"
706;"Box–Muller transform";"box–muller transform"
707;"box-percentile plot";"box-percentile plot"
708;"Boyer–Moore string search algorithm";"boyer–moore string search algorithm"
709;"Boyer–Moore–Horspool algorithm";"boyer–moore–horspool algorithm"
710;"BPEL script";"bpel script"
711;"BPEL4People";"bpel4peopl"
712;"Bracket";"bracket"
713;"Braided monoidal category";"braided monoidal categori"
714;"Brain Emotional Learning Based Intelligent Controller";"brain emotional learning based intelligent control"
715;"Brain mapping";"brain map"
716;"Brain–computer interface";"brain–computer interfac"
717;"Bramble–Hilbert lemma";"bramble–hilbert lemma"
718;"Brauer group";"brauer group"
719;"Breadth-first search";"breadth-first search"
720;"Breathing Space Semantic Web";"breathing space semantic web"
721;"BredoLab botnet";"bredolab botnet"
722;"Bregman method";"bregman method"
723;"BRENDA tissue ontology";"brenda tissue ontolog"
724;"Brent`s algorithm";"brent`s algorithm"
725;"Brent`s method";"brent`s method"
726;"Briefings in Bioinformatics";"briefings in bioinformat"
727;"Brier score";"brier scor"
728;"Brill tagger";"brill tagg"
729;"Broadwell";"broadwel"
730;"BrownBoost";"brownboost"
731;"Broyden`s method";"broyden`s method"
732;"BRST algorithm";"brst algorithm"
733;"Brun`s constant";"brun`s const"
734;"Brushing and linking";"brushing and link"
735;"Brute-force key cracking";"brute-force key crack"
736;"Bruun`s FFT algorithm";"bruun`s fft algorithm"
737;"Bsoft";"bsoft"
738;"BSP tree";"bsp tree"
739;"B-spline";"b-spline"
740;"B-tree";"b-tree"
741;"B-trees";"b-tree"
742;"B-trie";"b-trie"
743;"Bubble sort";"bubble sort"
744;"Bucket sort";"bucket sort"
745;"Buckingham potential";"buckingham potenti"
746;"Büchi automaton";"büchi automaton"
747;"bug";"bug"
748;"Bug bash";"bug bash"
749;"Building block hypothesis";"building block hypothesi"
750;"Bulirsch–Stoer algorithm";"bulirsch–stoer algorithm"
751;"Bulk synchronous parallel";"bulk synchronous parallel"
752;"Bully algorithm";"bully algorithm"
753;"Bundle adjustment";"bundle adjust"
754;"Burali-Forti paradox";"burali-forti paradox"
755;"Burrows–Abadi–Needham logic";"burrows–abadi–needham log"
756;"Burst mode clock and data recovery";"burst mode clock and data recoveri"
757;"Burstsort";"burstsort"
758;"Bus";"bu"
759;"Bus analyzer";"bus analyz"
760;"Bus encryption";"bus encrypt"
761;"Bus Topology";"bus topolog"
762;"Business decision mapping";"business decision map"
763;"Business domain";"business domain"
764;"Business logic";"business log"
765;"Business logic layer";"business logic lay"
766;"Business Process Execution Language";"business process execution languag"
767;"Busy beaver";"busy beav"
768;"Butcher group";"butcher group"
769;"Butterfly diagram";"butterfly diagram"
770;"Buzan`s iMindMap";"buzan`s imindmap"
771;"Bx-tree";"bx-tree"
772;"Byte";"byte"
773;"C";"c"
774;"C compilers";"c compil"
775;"C# compilers";"c# compil"
776;"C++";"c++"
777;"C++ AMP";"c++ amp"
778;"C++ compilers";"c++ compil"
779;"C+-probability";"c+-probabl"
780;"C166 family";"c166 famili"
781;"C4.5";"c4.5"
782;"C4.5 algorithm";"c4.5 algorithm"
783;"CA";"ca"
784;"CaBIG";"cabig"
785;"Cable Plant";"cable pl"
786;"Cabtaxi number";"cabtaxi numb"
787;"Cache coherency";"cache coher"
788;"Cache invalidation";"cache invalid"
789;"Cache language model";"cache language model"
790;"Cache-oblivious algorithm";"cache-oblivious algorithm"
791;"CAFASP";"cafasp"
792;"Cage";"cage"
793;"CaGrid";"cagrid"
794;"Caisis";"caisi"
795;"Calais";"calai"
796;"Calculator";"calcul"
797;"Calculus of constructions";"calculus of construct"
798;"Calculus of structures";"calculus of structur"
799;"CAM editor";"cam editor"
800;"Camera interface";"camera interfac"
801;"Canadian Bioinformatics Workshops";"canadian bioinformatics workshop"
802;"cance of differences";"cance of differ"
803;"Cancer cluster";"cancer clust"
804;"Candidate solution";"candidate solut"
805;"candlestick graphs";"candlestick graph"
806;"Cannon`s algorithm";"cannon`s algorithm"
807;"Canny edge detector";"canny edge detector"
808;"Canonical GA";"canonical ga"
809;"Canonical Huffman code";"canonical huffman cod"
810;"canonicity";"canon"
811;"Cantor`s diagonal argument";"cantor`s diagonal argu"
812;"Cantor`s theorem";"cantor`s theorem"
813;"Capillary routing";"capillary rout"
814;"Cardinal number";"cardinal numb"
815;"Cardinality";"cardin"
816;"Carleman`s condition";"carleman`s condit"
817;"Carmichael number";"carmichael numb"
818;"Car–Parrinello molecular dynamics";"car–parrinello molecular dynam"
819;"Cartesian morphism";"cartesian morph"
820;"Cartesian product";"cartesian product"
821;"Cartesian tree";"cartesian tre"
822;"CAS";"ca"
823;"Cascade algorithm";"cascade algorithm"
824;"Cascading classifiers";"cascading classifi"
825;"cascading style sheets";"cascading style sheet"
826;"Cascode voltage switch logic";"cascode voltage switch log"
827;"case control structure";"case control structur"
828;"Case-based reasoning";"case-based reason"
829;"Cash–Karp method";"cash–karp method"
830;"CASP";"casp"
831;"CAST Application Intelligence Platform";"cast application intelligence platform"
832;"CASTp";"castp"
833;"Catalan`s conjecture";"catalan`s conjectur"
834;"Catalysis software design method";"catalysis software design method"
835;"Catastrophic Interference";"catastrophic interfer"
836;"Categorical abstract machine";"categorical abstract machin"
837;"categorical logic";"categorical log"
838;"Categorical mixture models";"categorical mixture model"
839;"Category";"categori"
840;"cation";"cation"
841;"cation costs";"cation cost"
842;"Catmull–Clark subdivision surface";"catmull–clark subdivision surfac"
843;"Causal Markov condition";"causal markov condit"
844;"Causality";"causal"
845;"Cayley graph";"cayley graph"
846;"Cayley`s formula";"cayley`s formula"
847;"CAZy";"cazi"
848;"CCOW";"ccow"
849;"CCP4";"ccp4"
850;"Ceiling effect";"ceiling effect"
851;"C-element";"c-element"
852;"Celestial mechanics";"celestial mechan"
853;"Cell lists";"cell list"
854;"CellCognition";"cellcognit"
855;"CellProfiler";"cellprofil"
856;"Cellular automaton";"cellular automaton"
857;"Cellular evolutionary algorithm";"cellular evolutionary algorithm"
858;"Cellular model";"cellular model"
859;"Cellular neural network";"cellular neural network"
860;"CEN/TC 251";"cen/tc 251"
861;"Censoring";"censor"
862;"Center for Bioinformatics and Computational Biology";"center for bioinformatics and computational biolog"
863;"Center for Computational Chemistry";"center for computational chemistri"
864;"Central Cardiac Audit Database";"central cardiac audit databas"
865;"Central Processing Unit";"central processing unit"
866;"Centralised Information Service for Complementary Medicine";"centralised information service for complementary medicin"
867;"Centralized algorithms";"centralized algorithm"
868;"Centre européen de calcul atomique et moléculaire";"centre européen de calcul atomique et moléculair"
869;"Centre for Software Reliability";"centre for software reli"
870;"Centre for Theoretical and Computational Chemistry";"centre for theoretical and computational chemistri"
871;"Cerebellar Model Articulation Controller";"cerebellar model articulation control"
872;"Certificate authority";"certificate author"
873;"Certificate revocation list";"certificate revocation list"
874;"Certify Data Systems";"certify data system"
875;"CFD-DEM";"cfd-dem"
876;"CFEngine";"cfengin"
877;"cial neural networks";"cial neural network"
878;"Cilk";"cilk"
879;"CIP-Tool";"cip-tool"
880;"Cipher";"cipher"
881;"Cipher suite";"cipher suit"
882;"Ciphertext";"ciphertext"
883;"Ciphertext expansion";"ciphertext expans"
884;"Circle graph";"circle graph"
885;"Circuit complexity";"circuit complex"
886;"Circulant matrix";"circulant matrix"
887;"Circular buffer";"circular buff"
888;"Circular convolution";"circular convolut"
889;"Circumpolar Health Bibliographic Database";"circumpolar health bibliographic databas"
890;"CISQ";"cisq"
891;"Civision";"civis"
892;"Class";"class"
893;"class imbalance";"class imbal"
894;"class imbalance SMOTE";"class imbalance smot"
895;"Classes of computers";"classes of comput"
896;"classi";"classi"
897;"Classic monolingual WSD";"classic monolingual wsd"
898;"Classical cryptography";"classical cryptographi"
899;"Classification of Pharmaco-Therapeutic Referrals";"classification of pharmaco-therapeutic referr"
900;"Classifier chains";"classifier chain"
901;"Classifier system";"classifier system"
902;"Classora";"classora"
903;"Class-responsibility-collaboration card";"class-responsibility-collaboration card"
904;"CLC bio";"clc bio"
905;"Cleanroom software engineering";"cleanroom software engin"
906;"ClearForest";"clearforest"
907;"ClearTalk";"cleartalk"
908;"Clenshaw algorithm";"clenshaw algorithm"
909;"Clenshaw–Curtis quadrature";"clenshaw–curtis quadratur"
910;"CLI compilers";"cli compil"
911;"Client";"client"
912;"Client–queue–client";"client–queue–cli"
913;"Client–server";"client–serv"
914;"Client-side encryption";"client-side encrypt"
915;"Climate model";"climate model"
916;"Clinical coder";"clinical cod"
917;"Clinical decision support system";"clinical decision support system"
918;"Clinical prediction rule";"clinical prediction rul"
919;"Clinical study design";"clinical study design"
920;"Clinical trial";"clinical tri"
921;"Clinical trials registry";"clinical trials registri"
922;"Clinical trials unit";"clinical trials unit"
923;"Clinical utility of diagnostic tests";"clinical utility of diagnostic test"
924;"ClinicalKey";"clinicalkei"
925;"Clipper chip";"clipper chip"
926;"CLIPS";"clip"
927;"Clique problem";"clique problem"
928;"Clock gating";"clock gat"
929;"Clock generator";"clock gener"
930;"Clock rate";"clock rat"
931;"Clock recovery";"clock recoveri"
932;"Clock shear";"clock shear"
933;"Clock signal";"clock sign"
934;"Clock skew";"clock skew"
935;"Clocked logic";"clocked log"
936;"Clone manager";"clone manag"
937;"Clone tool";"clone tool"
938;"Closed monoidal category";"closed monoidal categori"
939;"Closest pair of points";"closest pair of point"
940;"Closest point problem";"closest point problem"
941;"Cloud computing";"cloud comput"
942;"Cloud database";"cloud databas"
943;"Cloud technology";"cloud technolog"
944;"Clustal";"clustal"
945;"Cluster";"cluster"
946;"Cluster analysis";"cluster analysi"
947;"Cluster computing";"cluster comput"
948;"Clustering";"cluster"
949;"Clustering high-dimensional data";"clustering high-dimensional data"
950;"clustering of variables";"clustering of vari"
951;"CMA-ES";"cma-e"
952;"CMake";"cmake"
953;"CMAP Tools";"cmap tool"
954;"C-minimal theory";"c-minimal theori"
955;"CMOS";"cmo"
956;"CMU Pronouncing Dictionary";"cmu pronouncing dictionari"
957;"CMU Sphinx speech recognition system";"cmu sphinx speech recognition system"
958;"Coarray Fortran";"coarray fortran"
959;"COBOL";"cobol"
960;"COBOL compilers";"cobol compil"
961;"CoBoosting";"coboost"
962;"Co-Büchi automaton";"co-büchi automaton"
963;"Cockburn Scale";"cockburn scal"
964;"Cocktail sort";"cocktail sort"
965;"Cocoloring";"cocolor"
966;"Cochrane Collaboration";"cochrane collabor"
967;"code";"code"
968;"Code bloat";"code bloat"
969;"Code Club";"code club"
970;"Code coverage";"code coverag"
971;"Code mobility";"code mobl"
972;"Code symbols";"code symbol"
973;"Code word";"code word"
974;"Codebook";"codebook"
975;"Codecademy";"codecademi"
976;"CoderDojo";"coderdojo"
977;"Codes";"code"
978;"CoDi";"codi"
979;"Coding";"code"
980;"Coding gain";"coding gain"
981;"CodonCode Aligner";"codoncode align"
982;"Codress message";"codress messag"
983;"Coequalizer";"coequal"
984;"cognition";"cognit"
985;"Cognitive";"cognit"
986;"Cognitive architecture";"cognitive architectur"
987;"cognitive behaviour therapy";"cognitive behaviour therapi"
988;"cognitive ergonomics";"cognitive ergonom"
989;"cognitive neuroscience";"cognitive neurosci"
990;"cognitive psychology";"cognitive psycholog"
991;"Cognitive robotics";"cognitive robot"
992;"cognitive science";"cognitive sci"
993;"cognitive science of mathematics";"cognitive science of mathemat"
994;"Cognitive Science Society";"cognitive science societi"
995;"cognitive therapy";"cognitive therapi"
996;"Cograph";"cograph"
997;"Cohen`s cryptosystem";"cohen`s cryptosystem"
998;"Cohesion";"cohes"
999;"Cohort effect";"cohort effect"
1000;"Coimage";"coimag"
1001;"COinS";"coin"
1002;"Cointerpretability";"cointerpret"
1003;"Cokernel";"cokernel"
1004;"COLA";"cola"
1005;"Cole–Vishkin algorithm";"cole–vishkin algorithm"
1006;"Colimit";"colimit"
1007;"Collaborative Hypertext of Radiology";"collaborative hypertext of radiolog"
1008;"Collating Sequence";"collating sequ"
1009;"Collatz conjecture";"collatz conjectur"
1010;"Collection";"collect"
1011;"collective intelligence";"collective intellig"
1012;"Collision detection";"collision detect"
1013;"Collocation method";"collocation method"
1014;"Collostructional analysis";"collostructional analysi"
1015;"CoLocalizer Pro";"colocalizer pro"
1016;"Colony Framework";"colony framework"
1017;"Color";"color"
1018;"Color appearance model";"color appearance model"
1019;"Color balance";"color bal"
1020;"Color image";"color imag"
1021;"Color layout descriptor";"color layout descriptor"
1022;"Color management system";"color management system"
1023;"Color mapping";"color map"
1024;"Color matching function";"color matching funct"
1025;"Color normalization";"color norm"
1026;"Color profile";"color profil"
1027;"Color quantization";"color quant"
1028;"Color space";"color spac"
1029;"Color structure code";"color structure cod"
1030;"Color vision";"color vis"
1031;"Coloring algorithm";"coloring algorithm"
1032;"COMA";"coma"
1033;"Comb sort";"comb sort"
1034;"Combinational logic";"combinational log"
1035;"Combinator";"combin"
1036;"Combinatorial optimization";"combinatorial optim"
1037;"Combinatorial species";"combinatorial speci"
1038;"Combinatory logic";"combinatory log"
1039;"Combs method";"combs method"
1040;"Comma selection";"comma select"
1041;"Command line interface";"command line interfac"
1042;"Command-line interface";"command-line interfac"
1043;"comment";"comment"
1044;"Committee machine";"committee machin"
1045;"Common Component Architecture";"common component architectur"
1046;"Common layers in an information system logical architecture";"common layers in an information system logical architectur"
1047;"Common Lisp compilers";"common lisp compil"
1048;"Common logarithm";"common logarithm"
1049;"Common logic";"common log"
1050;"Common modeling infrastructure";"common modeling infrastructur"
1051;"CommonGround";"commonground"
1052;"Common-method variance";"common-method vari"
1053;"Commonsense knowledge base";"commonsense knowledge bas"
1054;"Commonsense reasoning";"commonsense reason"
1055;"Communicating sequential processes";"communicating sequential process"
1056;"Communicating X-Machine";"communicating x-machin"
